      5,0      267.839.392      2.046    130.908,0    151.584,0     53.664  1.868.928     67.496,0  CUDA_API     cudaLaunchKernel                              
      6,0      206.284.672      2.046    100.823,0     71.808,0     52.704  1.741.856     62.785,0  CUDA_API     cudaLaunchKernel                              
      6,0      206.536.128      2.046    100.946,0     76.448,0     54.112  1.954.336     66.986,0  CUDA_API     cudaLaunchKernel                              
      6,0      207.310.624      2.046    101.324,0     72.160,0     52.256  1.779.232     63.951,0  CUDA_API     cudaLaunchKernel                              
      5,0      190.460.544      2.046     93.089,0     69.920,0     52.608  1.819.712     59.999,0  CUDA_API     cudaLaunchKernel                              
      6,0      219.113.088      2.046    107.093,0     78.432,0     53.792  1.766.080     68.148,0  CUDA_API     cudaLaunchKernel                              
      6,0      207.098.272      2.046    101.221,0     73.616,0     52.992  1.978.080     67.199,0  CUDA_API     cudaLaunchKernel                              
      6,0      385.880.736      2.046    188.602,0    183.280,0     60.768  1.854.144     50.817,0  CUDA_API     cudaLaunchKernel                              
      6,0      235.000.480      2.046    114.858,0     80.800,0     53.344  1.948.736     69.772,0  CUDA_API     cudaLaunchKernel                              
      6,0      210.189.792      2.046    102.732,0     72.576,0     53.472  1.376.800     59.565,0  CUDA_API     cudaLaunchKernel                              
      3,0      177.918.592      2.046     86.959,0     75.600,0     54.304  1.945.888     56.475,0  CUDA_API     cudaLaunchKernel                              
      6,0      199.014.688      2.046     97.270,0     70.480,0     52.896  1.861.888     61.701,0  CUDA_API     cudaLaunchKernel                              
      5,0      222.968.928      2.046    108.978,0     76.992,0     54.240  1.939.296     68.006,0  CUDA_API     cudaLaunchKernel                              
      6,0      203.783.328      2.046     99.600,0     75.392,0     53.824  1.918.624     64.762,0  CUDA_API     cudaLaunchKernel                              
      4,0      150.832.256      2.046     73.720,0     69.760,0     53.824  8.286.528    186.468,0  CUDA_API     cudaLaunchKernel                              
      7,0      276.569.792      2.046    135.175,0    151.552,0     54.336  1.893.472     65.986,0  CUDA_API     cudaLaunchKernel                              
      4,0      135.938.848      2.046     66.441,0     67.536,0     53.152  1.929.376     42.258,0  CUDA_API     cudaLaunchKernel                              
      2,0      149.126.304      2.046     72.886,0     71.936,0     54.144  2.030.848     44.954,0  CUDA_API     cudaLaunchKernel                              
      6,0      220.033.472      2.046    107.543,0     77.088,0     53.760  1.925.792     69.778,0  CUDA_API     cudaLaunchKernel                              
      4,0      134.991.168      2.046     65.978,0     67.392,0     52.224  1.949.728     42.593,0  CUDA_API     cudaLaunchKernel                              
      4,0      144.898.528      2.046     70.820,0     69.248,0     53.600  1.934.272     44.621,0  CUDA_API     cudaLaunchKernel                              
      5,0      185.495.488      2.046     90.662,0     68.800,0     52.864  1.929.920     60.478,0  CUDA_API     cudaLaunchKernel                              
      5,0      190.617.824      2.046     93.166,0     69.472,0     52.640  1.805.792     59.533,0  CUDA_API     cudaLaunchKernel                              
      5,0      229.431.200      2.046    112.136,0     78.080,0     55.392  1.723.904     65.352,0  CUDA_API     cudaLaunchKernel                              
      4,0      156.252.416      2.046     76.369,0     70.688,0     52.640  2.072.864     53.086,0  CUDA_API     cudaLaunchKernel                              
      5,0      192.995.360      2.046     94.328,0     70.272,0     52.704  1.959.168     62.656,0  CUDA_API     cudaLaunchKernel                              
      6,0      331.224.672      2.046    161.888,0    173.728,0     54.720  2.003.936     60.929,0  CUDA_API     cudaLaunchKernel                              
      6,0      215.448.576      2.046    105.302,0     74.176,0     52.640  2.078.592     70.142,0  CUDA_API     cudaLaunchKernel                              
      4,0      142.949.984      2.046     69.868,0     68.256,0     53.056  1.755.008     42.634,0  CUDA_API     cudaLaunchKernel                              
      5,0      187.082.528      2.046     91.438,0     70.432,0     52.032  2.084.384     64.365,0  CUDA_API     cudaLaunchKernel                              
      5,0      201.887.008      2.046     98.674,0     72.800,0     53.024  2.160.928     68.527,0  CUDA_API     cudaLaunchKernel                              
      5,0      202.200.512      2.046     98.827,0     74.560,0     54.304  1.983.040     65.926,0  CUDA_API     cudaLaunchKernel                              
      7,0      296.657.728      2.046    144.994,0    155.088,0     54.016  1.863.584     59.385,0  CUDA_API     cudaLaunchKernel                              
      4,0      140.341.664      2.046     68.593,0     68.768,0     52.672  1.947.104     42.678,0  CUDA_API     cudaLaunchKernel                              
      6,0      229.686.816      2.046    112.261,0     79.360,0     53.760  1.986.016     76.456,0  CUDA_API     cudaLaunchKernel                              
      5,0      219.689.568      2.046    107.375,0     76.480,0     54.048  1.785.728     67.000,0  CUDA_API     cudaLaunchKernel                              
      5,0      236.539.168      2.046    115.610,0     76.848,0     53.984  2.154.784     72.507,0  CUDA_API     cudaLaunchKernel                              
      5,0      228.196.896      2.046    111.533,0     79.424,0     54.784  1.752.000     65.384,0  CUDA_API     cudaLaunchKernel                              
      4,0      144.281.792      2.046     70.519,0     70.336,0     54.176  1.783.264     39.266,0  CUDA_API     cudaLaunchKernel                              
      6,0      243.206.912      2.046    118.869,0     79.088,0     54.240  1.979.648     74.227,0  CUDA_API     cudaLaunchKernel                              
      6,0      200.570.560      2.046     98.030,0     73.888,0     53.632  1.779.264     62.500,0  CUDA_API     cudaLaunchKernel                              
      5,0      175.631.712      2.046     85.841,0     69.088,0     52.320  1.839.296     57.445,0  CUDA_API     cudaLaunchKernel                              
      7,0      271.481.664      2.046    132.689,0    149.376,0     53.984  1.874.336     75.149,0  CUDA_API     cudaLaunchKernel                              
      4,0      213.493.600      2.046    104.346,0     72.752,0     52.096  1.802.432     66.022,0  CUDA_API     cudaLaunchKernel                              
      6,0      215.360.608      2.046    105.259,0     76.464,0     54.400  2.170.336     69.844,0  CUDA_API     cudaLaunchKernel                              
      6,0      307.328.096      2.046    150.209,0    162.768,0     53.984  1.792.704     61.764,0  CUDA_API     cudaLaunchKernel                              
      4,0      157.284.832      2.046     76.874,0     69.728,0     52.544  1.739.936     48.257,0  CUDA_API     cudaLaunchKernel                              
      4,0      145.725.920      2.046     71.224,0     67.776,0     52.224  1.765.152     43.655,0  CUDA_API     cudaLaunchKernel                              
      6,0      213.805.696      2.046    104.499,0     72.944,0     52.768  1.868.896     67.616,0  CUDA_API     cudaLaunchKernel                              
