43.2 964898208 1023 943204.5 830464.0 799680 1931968 286230.6 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
45.1 1677808288 1023 1640086.3 1633504.0 976736 1924000 199419.1 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.8 950643680 1023 929270.5 820064.0 788928 1932064 278828.1 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.8 1050310560 1023 1026696.5 831744.0 803456 1944704 375369.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.5 924469376 1023 903684.6 830592.0 802240 1931648 205141.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.6 939222016 1023 918105.6 831296.0 804672 1937312 242625.3 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.9 1164720704 1023 1138534.4 981536.0 944352 1952128 316820.0 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.7 938833824 1023 917726.1 830528.0 799200 1929856 241317.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.4 938815904 1023 917708.6 830912.0 800608 1934816 229664.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 971487584 1023 949645.7 820128.0 788640 1975488 300134.7 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
45.2 1724044672 1023 1685283.2 1636512.0 1574400 1957472 93696.3 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.6 918276832 1023 897631.3 831424.0 799136 1984640 194102.6 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
44.2 1359802048 1023 1329229.8 1003904.0 947296 1925120 395852.0 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.2 1049266432 1023 1025675.9 835360.0 787872 1896480 376877.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
45.2 1719591968 1023 1680930.6 1633920.0 1574400 1890624 84372.2 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 953703648 1023 932261.6 830848.0 801472 1901120 257524.6 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.7 1064406144 1023 1040475.2 819008.0 790240 1896736 380352.3 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.9 1176048768 1023 1149607.8 992512.0 800768 1901344 385457.6 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
44.8 1715453152 1023 1676884.8 1635552.0 1573888 1893920 79382.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.6 915419136 1023 894837.9 830912.0 801632 1906016 174489.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.7 941557920 1023 920389.0 830784.0 801536 1906112 237561.2 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.6 965362656 1023 943658.5 831424.0 800800 1898112 278148.6 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
45.1 1715519008 1023 1676949.2 1635648.0 1031200 1904288 82543.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.8 939618080 1023 918492.7 831520.0 800704 1922560 231199.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.9 987511776 1023 965309.7 821120.0 789952 1903488 245673.1 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.7 934730272 1023 913714.8 831008.0 799904 1908192 230443.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.6 963462336 1023 941800.9 830528.0 801504 1907200 267541.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.3 914715936 1023 894150.5 831232.0 801888 1902368 181125.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 981725536 1023 959653.5 830720.0 799968 1911264 304168.1 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.4 926209376 1023 905385.5 831296.0 799200 1918208 205274.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.5 942028352 1023 920848.8 830752.0 796640 1901600 223556.7 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.4 1091736128 1023 1067190.7 832928.0 799616 1884192 374229.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.3 955254368 1023 933777.5 830624.0 797888 1924512 262701.9 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 1000890528 1023 978387.6 830912.0 800416 1829888 305681.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.1 924043200 1023 903268.0 831744.0 801248 1902144 199425.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.5 914926016 1023 894355.8 830272.0 799552 1912192 181234.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 956882752 1023 935369.3 831296.0 801920 1911360 265210.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.4 991773824 1023 969475.9 831264.0 801728 1893248 303805.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.7 1163911264 1023 1137743.2 834048.0 802080 1900960 431281.2 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 987509984 1023 965307.9 830720.0 802304 1901280 265389.6 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.4 909404096 1023 888958.1 820320.0 788512 1876288 194443.2 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.9 914314464 1023 893758.0 829536.0 801952 1839840 172536.3 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 955987872 1023 934494.5 830496.0 799936 1912288 264137.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.5 925816192 1023 905001.2 830688.0 798464 1900320 204874.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.3 1084168864 1023 1059793.6 831456.0 801952 1855680 370851.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.2 1085384256 1023 1060981.7 963968.0 798272 1886976 344902.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.9 977217696 1023 955247.0 830368.0 800128 1860896 236161.3 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.8 937027296 1023 915960.2 831264.0 798656 1917056 227749.4 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.0 961150624 1023 939541.2 830752.0 798208 1880992 230111.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.5 1111665664 1023 1086672.2 830784.0 801184 1906560 416211.8 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.2 989502656 1023 967255.8 829952.0 795648 1881248 284467.2 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
43.3 1102643712 1023 1077853.1 910944.0 798912 1741760 339605.0 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.6 931712512 1023 910764.9 831040.0 801728 1896032 220682.1 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
42.8 953636544 1023 932196.0 830944.0 799232 1892288 221771.5 CUDA_KERNEL Fan2(float *, float *, float *, int, int, int)
