     45,0    1.008.373.152      2.046     492.851,0    766.688,0     3.040    1.993.152      484.598,0  CUDA_API     cudaThreadSynchronize                         
     50,0    1.211.321.632      2.046     592.043,0    843.280,0      3.104    7.979.488      645.241,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.007.205.088      2.046     492.280,0    808.960,0     3.296    2.173.056      482.966,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.024.009.792      2.046     500.493,0    826.096,0      2.912    2.943.776      507.808,0  CUDA_API     cudaThreadSynchronize                         
     45,0      998.649.536      2.046     488.098,0    828.160,0     3.040    2.418.240      484.146,0  CUDA_API     cudaThreadSynchronize                         
     45,0      997.317.152      2.046     487.447,0    821.680,0     3.392    2.209.248      488.659,0  CUDA_API     cudaThreadSynchronize                         
     45,0      981.457.152      2.046     479.695,0    809.264,0     3.328    2.524.192      479.485,0  CUDA_API     cudaThreadSynchronize                         
     45,0      981.952.544      2.046     479.937,0    666.704,0     3.136    2.502.784      479.125,0  CUDA_API     cudaThreadSynchronize                         
     45,0      997.769.376      2.046     487.668,0    798.896,0     3.232    2.878.624      474.611,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.032.538.496      2.046     504.662,0    729.008,0      3.104    2.022.656      512.706,0  CUDA_API     cudaThreadSynchronize                         
     45,0      991.798.592      2.046     484.750,0    794.720,0     3.008    1.899.136      478.503,0  CUDA_API     cudaThreadSynchronize                         
     45,0      996.053.792      2.046     486.829,0    683.872,0     3.072    1.963.904      475.625,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.014.847.424      2.046     496.015,0    803.216,0     3.328    1.909.888      487.458,0  CUDA_API     cudaThreadSynchronize                         
     47,0    1.138.679.072      2.046     556.539,0    720.640,0     3.104    2.887.520      590.401,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.007.079.424      2.046     492.218,0    749.616,0     2.976    2.604.480      484.755,0  CUDA_API     cudaThreadSynchronize                         
     46,0    1.053.052.128      2.046     514.688,0    818.528,0      3.008    2.704.992      524.697,0  CUDA_API     cudaThreadSynchronize                         
     45,0      986.627.040      2.046     482.222,0    436.992,0     3.040    1.921.792      493.004,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.001.774.272      2.046     489.625,0    694.512,0     3.168    1.934.720      484.650,0  CUDA_API     cudaThreadSynchronize                         
     46,0    1.034.764.064      2.046     505.749,0    819.456,0      2.848    3.099.712      510.264,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.008.517.952      2.046     492.921,0    691.280,0     3.040    1.918.784      496.079,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.021.904.000      2.046     499.464,0    802.704,0      3.136    6.629.312      510.461,0  CUDA_API     cudaThreadSynchronize                         
     46,0    1.050.672.320      2.046     513.525,0    800.672,0     3.360    2.174.720      524.231,0  CUDA_API     cudaThreadSynchronize                         
     45,0      971.464.928      2.046     474.811,0    788.032,0     2.912    2.031.936      474.811,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.009.810.784      2.046     493.553,0    699.248,0      3.104    2.635.488      489.894,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.036.990.848      2.046     506.838,0    794.976,0      3.168    3.166.336      522.289,0  CUDA_API     cudaThreadSynchronize                         
     45,0      997.678.944      2.046     487.624,0    804.096,0      3.040    3.096.096      486.050,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.000.996.224      2.046     489.245,0    659.856,0     2.976    1.841.472      487.827,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.018.706.784      2.046     497.901,0    724.896,0      3.072    2.577.472      506.651,0  CUDA_API     cudaThreadSynchronize                         
     45,0      981.538.080      2.046     479.735,0    815.904,0     3.200    2.909.952      474.081,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.028.258.688      2.046     502.570,0    761.216,0     3.136    1.936.192      510.443,0  CUDA_API     cudaThreadSynchronize                         
     46,0    1.039.452.416      2.046     508.041,0    711.952,0      3.232    1.992.320      511.310,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.005.241.120      2.046     491.320,0    702.688,0     2.944    1.920.416      481.198,0  CUDA_API     cudaThreadSynchronize                         
     46,0    1.067.056.672      2.046     521.533,0    796.720,0     3.360    3.180.480      542.735,0  CUDA_API     cudaThreadSynchronize                         
     45,0      999.974.688      2.046     488.746,0    812.912,0     3.104    2.721.536      491.871,0  CUDA_API     cudaThreadSynchronize                         
     45,0      979.682.400      2.046     478.828,0    769.008,0      2.912    2.626.848      478.346,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.004.643.904      2.046     491.028,0    806.144,0     3.072    2.853.184      490.926,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.003.833.920      2.046     490.632,0    809.616,0     3.136    2.921.376      486.068,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.011.849.376      2.046     494.550,0    799.840,0      3.200    2.376.608      490.475,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.011.197.920      2.046     494.231,0    808.320,0     2.912    1.991.488      490.891,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.014.537.600      2.046     495.863,0    791.456,0     3.200    1.955.872      505.407,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.019.569.056      2.046     498.323,0    813.312,0     2.784    2.122.656      497.178,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.001.393.472      2.046     489.439,0    786.464,0     3.136    2.219.168      481.151,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.034.241.792      2.046     505.494,0    760.656,0     3.744    1.933.056      487.977,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.008.935.648      2.046     493.125,0    707.584,0     2.912    1.982.368      475.326,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.029.941.984      2.046     503.393,0    801.232,0     3.328    2.572.672      512.506,0  CUDA_API     cudaThreadSynchronize                         
     46,0    1.020.466.976      2.046     498.762,0    819.760,0      3.136    4.844.800      510.615,0  CUDA_API     cudaThreadSynchronize                         
     45,0      996.434.144      2.046     487.015,0    798.752,0      3.200    3.993.568      486.231,0  CUDA_API     cudaThreadSynchronize                         
     45,0    1.005.701.856      2.046     491.545,0    783.472,0     3.232    1.966.208      499.431,0  CUDA_API     cudaThreadSynchronize                         
